Uniq Id;Product Name;List Price;Brand;Category;Position x;Position y
624a11cdbea633853135a08f7eac832f;Small Pet Dog Cat Dresses Clothes Princess Skirt Bowknot Flower;6.49;Unique Bargains;Pets;0;0
67401f90a113b9b4bb676a64c8df87ef;(24 Pack) Friskies Wet Cat Food, Shreds With Whitefish & Sardines in Sauce, 5.5 oz. Cans;15.98;Friskies;Pets;0;1
c7e1608fcc72f77ef0dc47a137e834e5;(24 Pack) Friskies Flaked with Tuna Cat Food, 5.5 oz. Cans;19.98;Friskies;Pets;0;2
79df370b7e10117457715287c0ab4e27;Educator EZ-902 Two Dog Easy 1/2 Mile E-Collar Remote Dog Training Collar With Vibration, Tapping Sensation and Pavlovian Stimulation;411.91;E-Collar Technologies;Pets;0;3
58c1bb96182014afffead5d8ad1d5872;OTVIAP Dog Bike Trailer Lassie Red;140.65;OTVIAP;Pets;0;4
7802f52ddd836d02a135f8d7a3022fd5;WALFRONT Dog Bike Trailer Red and Black;138.99;WALFRONT;Pets;0;5
935bf42eb81578ece02b7fd61bb34510;Car Auto Dog Front Seat Cover Gray Pet Scratch-proof Seat Cover Protector;24.11;Unique Bargains;Pets;1;0
d82160f130517befeb34cb58d5607888;"K&H Pet Products Buckle n Go Pet Seat Small Gray 21"" x 13"" x 19""";41.5;K&H Pet Products;Pets;1;1
7409882e499e82818902dc1537e178c7;Pet Dog Booster Car Seat Safe Basket Puppy Travel Auto Carrier Bag Pet Supply, Car Seat Safe Basket;19.25;Ejoyous;Pets;1;2
a5a2713679864b9067aacb7e3e30c921;Collapsible Pet Dog Booster Car Seat Cat Car Carrier And Zipper Storage Pocket;41.91;;Pets;1;3
023283b981b8906dbace237db4ddb317;Portable Foldable Pets Dogs Cats Car Crate Lookout Booster Seat Bag Carrier Travel Outdoor Pets Beds Geometric Pattern;27.72;;Pets;1;4
e1e9df14c1ca21959c683817ccd2099d;"Titan Chain Training Dog Collar-Chrome 3.0mm, Neck Size 22""";9.99;Coastal Pet Products;Pets;1;5
ec37e04c4c6888d7645f292ba3d62d2f;200C 1-Dog Trainer;235.6;Dogtra;Pets;2;0
31815aeb9296c82f6f8f16e59fedfda3;PE-902 2 Dog Pro Educator 1/2 Mile Advanced Training System;339;Pro-Educator;Pets;2;1
6ac1a53ef2a72f61ae4ea886014c1212;DT Systems H2O 1820 PLUS H2O 1820 PLUS 1 Dog System;223.83;DT Systems;Pets;2;2
cdb70398e9f4a06897132c0349e629c3;282C 2-dog;396.77;Dogtra;Pets;2;3
ee275e43e259f8e5dde1476c179f1eac;"Heavy Duty Dog Fence Receiver 1"" Nylon 3 Hole Replacement Strap, Teal";19.99;Sparky PetCo;Pets;2;4
dc9f68ac200d81987d7fd3601352b7d7;Smart Dog Trainer;127.04;Smart;Pets;2;5
74c683945d67ff4da49823228991c97d;Vet Kem Siphotrol Plus Spray 24 oz;22.61;Vet Kem;Pets;3;0
4855881912e08d71fe5f5f5c9c6fb710;Enforcer 2pk Flea Fogger;9.84;Enforcer;Pets;3;1
acdb9ddeba16fc1c315a7f4129c45711;Greenies Pill Pockets Capsule Size Dog Treats Chicken Flavor, 7.9 oz. Pack (30 Treats);7.98;Greenies;Pets;3;2
7d7bbf696fb466ca898645a6e72a2170;Purina Dog Chow Dry Dog Food, Complete Adult With Real Chicken, 50 lb. Bag;22.98;Dog Chow;Pets;3;3
ecdd931ff737de704d6f5e669b39b45a;Advocate PetTest Twist Top Sterile Lancets Dog & Cat Supplement, 50 Ct;5.83;Advocate;Pets;3;4
db429b13e9c70c29e858d7623240f8cb;Life by TropiClean Skin & Coat Aid Dog Supplement, 2.5 oz;14.97;Tropiclean;Pets;3;5
d99d4288046b7744d05b87301d5d0030;Unique Sports Dog Fetch Balls, Animal Print, 18 Pack;12.89;Unique Sports;Pets;4;0
aa3c181828a95d6077ca91fb54fe791b;Chuckit! Ultra Ball Durable Dog Toys, Medium, 2-Pack;7.95;Chuckit!;Pets;4;1
9aad472d631fff7be01a3996cd6cfad9;Coastal Pet Remington Deluxe Whistle;11.83;Coastal Pet Products;Pets;4;2
3a27ecc9838f2b986b9ba97bb709a82e;Unique Bargains Stripe Pattern Bell Decor Pet Dog Doggy Adjustable Bowtie Collar White Beige;5.81;Unique Bargains;Pets;4;3
9ae27d25f2496462f0663ab1642d1d8a;Downtown Pet Supply Dog E Bark Shock Training Collar for Small and Large Dogs - Rechargeable Remote Collar with Vibrate, Tone, and Static - Stop Barking Collar - 330 Yard Range with 100 Levels;28.99;Downtown Pet Supply;Pets;4;4
95d42a57da9d58f4af45a25aa54ca923;Cameron Sino 3400mAh Battery for Garmin DC50, DC50 Dog Tracking Collar, Alpha, TT10 Dog Device, Alpha 100, TT10, TT 10 dog tracking, TT 10 training device and others;19.69;Cameron Sino;Pets;4;5
d4d1a8e098c58ce2e4b5480900bef42d;"Titan Prong Training Collar - 14"" = Fine 2.0 mm, Titan Chain will not tarnish, rust or break. By Coastal Pet";18.29;Coastal Pet;Pets;5;0
